,budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year,isprofit,profitability_ratio,profitability_ratio_bucket
5552,6000000,Code Red,USA,Lance Daly,Drama,4106,The Good Doctor,PG-13,2012-08-31 00:00:00,91,5.6,Orlando Bloom,5532,John Enbom,2011,0,-0.9993156666666667,-100
5553,38000000,Morgan Creek Productions,USA,Matthijs van Heijningen Jr.,Horror,16928670,The Thing,R,2011-10-14 00:00:00,103,6.2,Mary Elizabeth Winstead,102345,Eric Heisserer,2011,0,-0.5545086842105263,-60
5554,90000000,Millennium Films,USA,Marcus Nispel,Action,21295021,Conan the Barbarian,R,2011-08-19 00:00:00,113,5.2,Jason Momoa,85864,Thomas Dean Donnelly,2011,0,-0.7633886555555556,-80
5555,32000000,Cottonwood Pictures,USA,Terrence Malick,Drama,13303319,The Tree of Life,PG-13,2011-10-21 00:00:00,139,6.8,Brad Pitt,146243,Terrence Malick,2011,0,-0.58427128125,-60
5556,20000000,Fox Searchlight Pictures,USA,Alexander Payne,Comedy,82584160,The Descendants,R,2011-12-09 00:00:00,115,7.3,George Clooney,213733,Alexander Payne,2011,1,3.129208,310
5557,40000000,Universal Pictures,USA,Greg Mottola,Adventure,37412945,Paul,R,2011-03-18 00:00:00,104,7.0,Simon Pegg,205426,Simon Pegg,2011,0,-0.064676375,-10
5558,52000000,Universal Pictures,USA,David Dobkin,Comedy,37081475,The Change-Up,R,2011-08-05 00:00:00,112,6.3,Jason Bateman,144130,Jon Lucas,2011,0,-0.2868947115384615,-30
5559,60000000,Warner Bros.,USA,Steven Soderbergh,Drama,75658097,Contagion,PG-13,2011-09-09 00:00:00,106,6.6,Matt Damon,189798,Scott Z. Burns,2011,1,0.26096828333333333,30
5560,500000,Asghar Farhadi Productions,Iran,Asghar Farhadi,Drama,7098492,A Separation,PG-13,2012-04-20 00:00:00,123,8.4,Payman Maadi,170427,Asghar Farhadi,2011,1,13.196984,1320
5561,24000000,Paramount Pictures,USA,Craig Brewer,Comedy,51802742,Footloose,PG-13,2011-10-14 00:00:00,113,5.9,Kenny Wormald,40132,Dean Pitchford,2011,1,1.1584475833333334,120
5562,35000000,Lionsgate,USA,John Singleton,Action,28087155,Abduction,PG-13,2011-09-23 00:00:00,106,5.1,Taylor Lautner,68380,Shawn Christensen,2011,0,-0.19750985714285715,-20
5563,11000000,Voltage Pictures,USA,William Friedkin,Crime,1987762,Killer Joe,R,2012-06-29 00:00:00,102,6.7,Matthew McConaughey,63334,Tracy Letts,2011,0,-0.8192943636363637,-80
5564,18000000,Enticing Entertainment,USA,Sean McNamara,Biography,43853424,Soul Surfer,PG,2011-04-08 00:00:00,112,7.1,AnnaSophia Robb,38348,Sean McNamara,2011,1,1.4363013333333334,140
5565,75000000,Summit Entertainment,Germany,Paul W.S. Anderson,Action,20377913,The Three Musketeers,PG-13,2011-10-21 00:00:00,110,5.8,Logan Lerman,93671,Alex Litvak,2011,0,-0.7282944933333333,-70
5566,8000000,Summit Entertainment,USA,Jonathan Levine,Comedy,35014192,50/50,R,2011-09-30 00:00:00,100,7.7,Joseph Gordon-Levitt,285675,Will Reiser,2011,1,3.376774,340
5567,36000000,New Line Cinema,USA,Bobby Farrelly,Comedy,45060734,Hall Pass,R,2011-02-25 00:00:00,105,5.9,Owen Wilson,108256,Pete Jones,2011,1,0.25168705555555554,30
5569,80000000,Warner Bros.,USA,Todd Phillips,Comedy,254464305,The Hangover Part II,R,2011-05-26 00:00:00,102,6.5,Bradley Cooper,402097,Craig Mazin,2011,1,2.1808038125,220
5570,200000000,Walt Disney Pictures,USA,John Lasseter,Animation,191452396,Cars 2,G,2011-06-24 00:00:00,106,6.2,Owen Wilson,116477,John Lasseter,2011,0,-0.04273802,0
5571,1100000,Pt. Merantau Films,Indonesia,Gareth Evans,Action,4105123,The Raid: Redemption,R,2012-04-13 00:00:00,101,7.6,Iko Uwais,160867,Gareth Evans,2011,1,2.73193,270
5573,135000000,Columbia Pictures,USA,Steven Spielberg,Animation,77591831,The Adventures of Tintin,PG,2011-12-21 00:00:00,107,7.4,Jamie Bell,188070,Hergé,2011,0,-0.42524569629629627,-40
5574,40000000,EuropaCorp,France,Olivier Megaton,Action,36665854,Colombiana,PG-13,2011-08-26 00:00:00,108,6.4,Zoe Saldana,81197,Luc Besson,2011,0,-0.08335365,-10
5575,49900000,Universal Pictures,USA,David Gordon Green,Adventure,21596445,Your Highness,R,2011-04-08 00:00:00,102,5.6,Danny McBride,89047,Danny McBride,2011,0,-0.5672055110220441,-60
5576,66000000,DreamWorks,USA,Steven Spielberg,Drama,79884879,War Horse,PG-13,2011-12-25 00:00:00,146,7.2,Jeremy Irvine,125204,Lee Hall,2011,1,0.21037695454545455,20
5578,45000000,Universal Pictures,USA,Oliver Parker,Action,8305970,Johnny English Reborn,PG,2011-10-21 00:00:00,101,6.3,Rowan Atkinson,95736,Hamish McColl,2011,0,-0.8154228888888889,-80
5579,40000000,CBS Films,USA,Simon West,Action,29121498,The Mechanic,R,2011-01-28 00:00:00,93,6.6,Jason Statham,131571,Richard Wenk,2011,0,-0.27196255,-30
5580,12500000,Columbia Pictures,USA,George Clooney,Drama,40962534,The Ides of March,R,2011-10-07 00:00:00,101,7.1,Paul Giamatti,198569,George Clooney,2011,1,2.27700272,229
5581,15000000,Studio 37,France,Michel Hazanavicius,Comedy,44671682,The Artist,PG-13,2012-01-20 00:00:00,100,7.9,Jean Dujardin,202820,Michel Hazanavicius,2011,1,1.9781121333333334,200
5582,35000000,Imagine Entertainment,USA,Clint Eastwood,Biography,37306030,J. Edgar,R,2011-11-11 00:00:00,137,6.6,Leonardo DiCaprio,108929,Dustin Lance Black,2011,1,0.06588657142857143,10
5583,70000000,Columbia Pictures,USA,Jonathan Liebesman,Action,83552429,Battle Los Angeles,PG-13,2011-03-11 00:00:00,116,5.8,Aaron Eckhart,160672,Christopher Bertolini,2011,1,0.19360612857142856,20
5585,3500000,Before The Door Pictures,USA,J.C. Chandor,Drama,5354039,Margin Call,R,2012-09-21 00:00:00,107,7.1,Zachary Quinto,99567,J.C. Chandor,2011,1,0.5297254285714286,50
5586,30000000,DreamWorks,USA,Craig Gillespie,Comedy,18298649,Fright Night,R,2011-08-19 00:00:00,106,6.4,Anton Yelchin,89412,Marti Noxon,2011,0,-0.39004503333333335,-40
5587,90000000,Twentieth Century Fox Animation,USA,Carlos Saldanha,Animation,143619809,Rio,G,2011-04-15 00:00:00,96,6.9,Jesse Eisenberg,177152,Carlos Saldanha,2011,1,0.5957756555555556,60
5589,110000000,Columbia Pictures,USA,Raja Gosnell,Animation,142614158,The Smurfs,PG,2011-07-29 00:00:00,100,5.5,Hank Azaria,71925,J. David Stem,2011,1,0.29649234545454545,30
5590,250000,Paramount Vantage,USA,Drake Doremus,Drama,3413908,Like Crazy,PG-13,2012-01-27 00:00:00,86,6.7,Felicity Jones,51491,Drake Doremus,2011,1,12.655632,1270
5591,13000000,StudioCanal,UK,Joe Cornish,Action,1024175,Attack the Block,R,2011-05-13 00:00:00,88,6.6,John Boyega,87579,Joe Cornish,2011,0,-0.9212173076923077,-90
5592,5000000,Hydraulx,USA,Jeff Nichols,Drama,1729969,Take Shelter,R,2011-11-10 00:00:00,121,7.4,Michael Shannon,76102,Jeff Nichols,2011,0,-0.6540062,-70
5593,30000000,Dark Castle Entertainment,UK,Jaume Collet-Serra,Action,63686397,Unknown,PG-13,2011-02-18 00:00:00,113,6.9,Liam Neeson,221649,Oliver Butcher,2011,1,1.1228799,110
5594,17000000,CBS Films,USA,Daniel Barnz,Drama,27865571,Beastly,PG-13,2011-03-04 00:00:00,86,5.6,Alex Pettyfer,68242,Daniel Barnz,2011,1,0.6391512352941177,60
5595,40000000,New Line Cinema,USA,Steven Quale,Horror,42587643,Final Destination 5,R,2011-08-12 00:00:00,92,5.9,Nicholas D'Agosto,89887,Eric Heisserer,2011,1,0.064691075,10
5597,150000000,DreamWorks Animation,USA,Jennifer Yuh Nelson,Animation,165249063,Kung Fu Panda 2,PG,2011-05-26 00:00:00,90,7.3,Jack Black,203107,Jonathan Aibel,2011,1,0.10166042,10
5598,4000000,"Harvey Boys, The",USA,Kevin Smith,Action,1104682,Red State,R,2011-09-30 00:00:00,88,6.2,Michael Parks,56365,Kevin Smith,2011,0,-0.7238295,-70
5599,100000,Artists Public Domain,USA,Mike Cahill,Drama,1316074,Another Earth,PG-13,2011-10-12 00:00:00,92,7.0,Brit Marling,78957,Mike Cahill,2011,1,12.16074,1220
5600,57000000,Columbia Pictures,USA,Mark Neveldine,Action,51774002,Ghost Rider: Spirit of Vengeance,PG-13,2012-02-17 00:00:00,96,4.3,Nicolas Cage,94617,Scott M. Gimple,2011,0,-0.09168417543859649,-10
5601,42000000,Warner Bros.,USA,Catherine Hardwicke,Fantasy,37662162,Red Riding Hood,PG-13,2011-03-11 00:00:00,100,5.4,Amanda Seyfried,96451,David Leslie Johnson,2011,0,-0.10328185714285715,-10
5602,16000000,Screen Gems,USA,Christian E. Christiansen,Drama,37300107,The Roommate,PG-13,2011-02-04 00:00:00,100,4.9,Minka Kelly,30941,Sonny Mallhi,2011,1,1.3312566875,130
5603,38000000,Fox 2000 Pictures,USA,Francis Lawrence,Drama,58709717,Water for Elephants,PG-13,2011-04-22 00:00:00,100,6.9,Robert Pattinson,100146,Richard LaGravenese,2011,1,0.544992552631579,50
5605,23000000,Relativity Media,Ireland,Steven Soderbergh,Action,18942396,Agentes Secretos,R,2012-01-20 00:00:00,93,5.8,Gina Carano,75489,Lem Dobbs,2011,0,-0.1764175652173913,-20
5606,20000000,Regency Enterprises,USA,Mark Mylod,Comedy,14008193,What's Your Number?,R,2011-09-30 00:00:00,106,6.1,Anna Faris,63448,Gabrielle Allan,2011,0,-0.29959035,-30
5608,25000000,Screen Gems,USA,Rod Lurie,Action,10324441,Straw Dogs,R,2011-09-16 00:00:00,110,5.8,James Marsden,28710,Rod Lurie,2011,0,-0.58702236,-60
5609,23000000,Rogue Pictures,USA,Michael Dowse,Comedy,6923891,Take Me Home Tonight,R,2011-03-04 00:00:00,100,6.3,Topher Grace,46068,Jackie Filgo,2011,0,-0.6989612608695652,-70
5610,75000000,Universal Pictures,USA,Brett Ratner,Action,78046570,Tower Heist,PG-13,2011-11-04 00:00:00,104,6.2,Eddie Murphy,116459,Adam Cooper,2011,1,0.04062093333333333,0
5611,50000000,Summit Entertainment,USA,Patrick Lussier,Action,10706786,Drive Angry,R,2011-02-25 00:00:00,104,5.4,Nicolas Cage,85499,Todd Farmer,2011,0,-0.78586428,-80
5612,10000000,Blueprint Pictures,UK,John Madden,Comedy,46412041,The Best Exotic Marigold Hotel,PG-13,2012-05-25 00:00:00,124,7.3,Judi Dench,80051,Ol Parker,2011,1,3.6412041,360
5614,55000000,Cliffjack Motion Pictures,USA,Jim Sheridan,Drama,21283440,Dream House,PG-13,2011-09-30 00:00:00,84,6.0,Daniel Craig,54803,David Loucka,2011,0,-0.6130283636363636,-60
5615,56000000,New Line Cinema,USA,Garry Marshall,Comedy,54544638,New Year's Eve,PG-13,2011-12-09 00:00:00,113,5.7,Sarah Jessica Parker,70914,Katherine Fugate,2011,0,-0.025988607142857143,0
5616,30000000,Universal Pictures,USA,Tom Hanks,Comedy,35608245,Larry Crowne,PG-13,2011-07-01 00:00:00,98,6.1,Tom Hanks,53606,Tom Hanks,2011,1,0.1869415,20
5617,70000000,Omnilab Media,UK,Gary McKendry,Action,25124986,Killer Elite,R,2011-09-23 00:00:00,116,6.5,Jason Statham,111398,Matt Sherring,2011,0,-0.6410716285714285,-60
5618,37000000,New Line Cinema,USA,Mikael Håfström,Drama,33047633,The Rite,PG-13,2011-01-28 00:00:00,114,6.0,Colin O'Donoghue,80181,Michael Petroni,2011,0,-0.10682072972972972,-10
5619,27000000,Dimension Films,USA,Robert Rodriguez,Action,38538188,Spy Kids 4: All the Time in the World,PG,2011-08-19 00:00:00,100,3.6,Jessica Alba,17340,Robert Rodriguez,2011,1,0.4273402962962963,40
5621,20000000,Fox 2000 Pictures,Hungary,Thomas Bezucha,Adventure,23186769,Princesa por accidente,PG,2011-07-01 00:00:00,100,5.8,Selena Gomez,35684,Thomas Bezucha,2011,1,0.15933845,20
5623,6000000,Reprisal Films,Ireland,John Michael McDonagh,Comedy,5359774,The Guard,R,2011-07-07 00:00:00,100,7.3,Brendan Gleeson,69465,John Michael McDonagh,2011,0,-0.10670433333333333,-10
5624,40000000,Warner Bros.,USA,Stephen Daldry,Adventure,31847881,Extremely Loud & Incredibly Close,PG-13,2012-01-20 00:00:00,129,6.9,Thomas Horn,87522,Eric Roth,2011,0,-0.203802975,-20
5626,35000000,Alcon Entertainment,USA,Luke Greenfield,Comedy,39046489,Something Borrowed,PG-13,2011-05-06 00:00:00,100,5.9,Ginnifer Goodwin,51026,Jennie Snyder Urman,2011,1,0.11561397142857142,10
5628,45000000,GK Films,USA,Bruce Robinson,Comedy,13100042,The Rum Diary,R,2011-10-28 00:00:00,120,6.2,Johnny Depp,90562,Bruce Robinson,2011,0,-0.7088879555555555,-70
5629,13000000,Pathé,UK,Phyllida Lloyd,Biography,30017992,The Iron Lady,PG-13,2012-01-13 00:00:00,105,6.4,Meryl Streep,88841,Abi Morgan,2011,1,1.3090763076923078,130
5630,25000000,SBS Productions,France,Roman Polanski,Comedy,2547047,¿Sabes quién viene?,R,2012-04-20 00:00:00,80,7.2,Jodie Foster,103437,Yasmina Reza,2011,0,-0.89811812,-90
5631,750000,Dark Sky Films,USA,Ti West,Horror,77501,The Innkeepers,R,2012-04-20 00:00:00,101,5.5,Sara Paxton,29002,Ti West,2011,0,-0.8966653333333333,-90
5632,70000000,Universal Pictures,USA,Ron Howard,Comedy,48475290,The Dilemma,PG-13,2011-01-14 00:00:00,111,5.3,Vince Vaughn,45768,Allan Loeb,2011,0,-0.30749585714285715,-30
5633,28000000,Columbia Pictures,Germany,Ruben Fleischer,Action,37053924,30 minutos o menos,R,2011-08-12 00:00:00,83,6.1,Jesse Eisenberg,82495,Michael Diliberti,2011,1,0.3233544285714286,30
5634,120000000,Columbia Pictures,USA,Michel Gondry,Action,98780042,The Green Hornet,PG-13,2011-01-14 00:00:00,100,5.8,Seth Rogen,142094,Seth Rogen,2011,0,-0.17683298333333333,-20
5635,35000000,Millennium Films,USA,Joel Schumacher,Crime,16816,Trespass,R,2012-05-18 00:00:00,91,5.3,Nicolas Cage,36771,Karl Gajdusek,2011,0,-0.9995195428571428,-100
5636,45000000,Walt Disney Pictures,USA,James Bobin,Adventure,88631237,The Muppets,PG,2011-11-23 00:00:00,100,7.1,Amy Adams,78440,Jason Segel,2011,1,0.9695830444444444,100
5637,30000000,Summit Entertainment,USA,Chris Gorak,Action,21426805,The Darkest Hour,PG-13,2011-12-25 00:00:00,89,4.9,Emile Hirsch,51758,Jon Spaihts,2011,0,-0.2857731666666667,-30
5638,40000000,Atlas Entertainment,USA,Dominic Sena,Action,24827228,Season of the Witch,PG-13,2011-01-07 00:00:00,95,5.4,Nicolas Cage,80353,Bragi F. Schut,2011,0,-0.3793193,-40
5639,36000000,Touchstone Pictures,UK,Kelly Asbury,Animation,99967670,Gnomeo & Juliet,G,2011-02-11 00:00:00,84,6.0,James McAvoy,45274,Rob Sprackling,2011,1,1.7768797222222221,180
5640,12000000,Anchor Bay Films,USA,Jonathan Hensleigh,Biography,1187711,Kill the Irishman,R,2012-05-11 00:00:00,106,7.1,Ray Stevenson,37684,Jonathan Hensleigh,2011,0,-0.9010240833333333,-90
5642,15000000,Semtex Films,UK,Madonna,Drama,583455,W.E.,R,2012-07-06 00:00:00,119,6.2,Abbie Cornish,10495,Madonna,2011,0,-0.961103,-100
5643,5000000,Mandalay Vision,USA,Richard Linklater,Biography,9203192,Bernie,PG-13,2012-06-22 00:00:00,99,6.8,Jack Black,49922,Skip Hollandsworth,2011,1,0.8406384,80
5644,25000000,Focus Features,UK,Kevin Macdonald,Action,19490041,The Eagle,PG-13,2011-02-11 00:00:00,114,6.2,Channing Tatum,57242,Jeremy Brock,2011,0,-0.22039836,-20
5645,30000000,Relativity Media,USA,Marc Forster,Action,538690,Machine Gun Preacher,R,2012-02-03 00:00:00,129,6.8,Gerard Butler,56603,Jason Keller,2011,0,-0.9820436666666666,-100
5646,2000000,Elle Driver,France,Chris Kentis,Drama,12555230,Silent House,R,2012-03-09 00:00:00,86,5.3,Elizabeth Olsen,19546,Gustavo Hernández,2011,1,5.277615,530
5647,79000000,Columbia Pictures,USA,Dennis Dugan,Comedy,74158157,Jack and Jill,PG,2011-11-11 00:00:00,91,3.4,Adam Sandler,65046,Steve Koren,2011,0,-0.06128915189873418,-10
5648,17000000,Endgame Entertainment,USA,Roger Donaldson,Action,41081,Seeking Justice,R,2012-01-13 00:00:00,105,6.2,Nicolas Cage,40833,Todd Hickey,2011,0,-0.9975834705882353,-100
5650,130000000,DreamWorks Animation,USA,Chris Miller,Animation,149260504,Puss in Boots,PG,2011-10-28 00:00:00,90,6.7,Antonio Banderas,122582,Tom Wheeler,2011,1,0.14815772307692307,10
5651,12000000,Paramount Pictures,USA,Jason Reitman,Comedy,16311571,Young Adult,R,2011-12-16 00:00:00,94,6.3,Charlize Theron,68120,Diablo Cody,2011,1,0.35929758333333334,40
5655,63000000,Universal Pictures,USA,Tim Hill,Animation,108085305,Hop,PG,2011-04-01 00:00:00,100,5.5,Russell Brand,26043,Cinco Paul,2011,1,0.7156397619047619,70
5656,25000000,Incentive Filmed Entertainment,USA,David R. Ellis,Horror,18872522,Shark Night 3D,PG-13,2011-09-02 00:00:00,90,4.0,Sara Paxton,21890,Will Hayes,2011,0,-0.24509912,-20
5657,37000000,Alcon Entertainment,Canada,Charles Martin Smith,Drama,72286779,Dolphin Tale,PG,2011-09-23 00:00:00,113,6.9,Morgan Freeman,19114,Karen Janszen,2011,1,0.9536967297297297,100
5659,80000000,Columbia Pictures,USA,Frank Coraci,Comedy,80360843,Zookeeper,PG,2011-07-08 00:00:00,100,5.2,Kevin James,48201,Nick Bakay,2011,1,0.0045105375,0
5660,21000000,Summit Entertainment,USA,Jodie Foster,Drama,970816,The Beaver,PG-13,2011-06-17 00:00:00,91,6.7,Mel Gibson,42609,Kyle Killen,2011,0,-0.9537706666666667,-100
5662,55000000,Twentieth Century Fox Film Corporation,USA,Mark Waters,Comedy,68224452,Mr. Popper's Penguins,PG,2011-06-17 00:00:00,100,6.0,Jim Carrey,73019,Sean Anders,2011,1,0.24044458181818182,20
5663,30000000,Columbia Pictures,UK,Roland Emmerich,Drama,4463292,Anonymous,PG-13,2011-12-02 00:00:00,130,6.9,Rhys Ifans,36079,John Orloff,2011,0,-0.8512236,-90
5664,94000000,Beijing New Picture Film Co.,China,Yimou Zhang,Drama,9213,The Flowers of War,R,2011-12-16 00:00:00,146,7.6,Christian Bale,41876,Heng Liu,2011,0,-0.9999019893617022,-100
5665,3000000,Instinctive Film,Germany,Xavier Gens,Drama,22000,Aislados,R,2012-04-20 00:00:00,112,5.8,Lauren German,31955,Karl Mueller,2011,0,-0.9926666666666667,-100
5666,12000000,Lightstream Entertainment,USA,Oren Moverman,Crime,969239,Rampart,R,2012-02-24 00:00:00,108,5.8,Woody Harrelson,20869,James Ellroy,2011,0,-0.9192300833333333,-90
5667,21000000,Fox 2000 Pictures,USA,David Bowers,Comedy,52698535,Diary of a Wimpy Kid: Rodrick Rules,PG,2011-03-25 00:00:00,100,6.6,Zachary Gordon,20904,Gabe Sachs,2011,1,1.5094540476190477,150
5670,30000000,Walt Disney Pictures,USA,Stephen J. Anderson,Animation,26692846,Winnie the Pooh,G,2011-07-15 00:00:00,100,7.2,Jim Cummings,16941,Stephen J. Anderson,2011,0,-0.11023846666666667,-10
5673,3000000,Rhombus Media,Canada,Jason Eisener,Action,703002,Hobo with a Shotgun,NOT RATED,2011-05-12 00:00:00,86,6.1,Rutger Hauer,39392,John Davies,2011,0,-0.765666,-80
5674,135000000,Warner Bros.,Australia,George Miller,Animation,64006466,Happy Feet Two,PG,2011-11-18 00:00:00,100,5.9,Elijah Wood,34974,George Miller,2011,0,-0.5258780296296296,-50
5675,30000000,Universal Pictures,USA,Alister Grierson,Adventure,23070045,Sanctum,R,2011-02-04 00:00:00,108,5.9,Rhys Wakefield,49065,John Garvin,2011,0,-0.2309985,-20
5676,5000000,Paramount Pictures,USA,Henry Joost,Horror,104007828,Paranormal Activity 3,R,2011-10-21 00:00:00,83,5.8,Chloe Csengery,80871,Christopher Landon,2011,1,19.8015656,1980
5680,10000000,Red Granite Pictures,USA,Jennifer Westfeldt,Comedy,7250054,Friends with Kids,R,2012-03-16 00:00:00,107,6.2,Jennifer Westfeldt,37719,Jennifer Westfeldt,2011,0,-0.2749946,-30
5681,5000000,Big Beach Films,USA,Jesse Peretz,Comedy,24814830,Our Idiot Brother,R,2011-08-26 00:00:00,90,6.4,Paul Rudd,77870,Jesse Peretz,2011,1,3.962966,400
5682,19000000,New Line Cinema,USA,Todd Strauss-Schulson,Adventure,35033759,A Very Harold & Kumar 3D Christmas,R,2011-11-04 00:00:00,90,6.3,Kal Penn,58470,Jon Hurwitz,2011,1,0.8438820526315789,80
5683,14000000,Fox Searchlight Pictures,USA,Kenneth Lonergan,Drama,46495,Margaret,R,2012-06-01 00:00:00,150,6.5,Anna Paquin,13729,Kenneth Lonergan,2011,0,-0.9966789285714286,-100
5684,8000000,Mockingbird Pictures,UK,Rodrigo García,Drama,3014696,Albert Nobbs,R,2012-06-08 00:00:00,113,6.7,Glenn Close,20844,Gabriella Prekop,2011,0,-0.623163,-60
5687,5000000,Dimension Films,USA,Gonzalo López-Gallego,Horror,17686929,Apollo 18,PG-13,2011-09-02 00:00:00,86,5.2,Warren Christie,49108,Brian Miller,2011,1,2.5373858,250
5689,7000000,Annapurna Productions,USA,Aaron Harvey,Action,1887,Catch .44,R,2012-01-05 00:00:00,94,4.6,Malin Akerman,15243,Aaron Harvey,2011,0,-0.9997304285714286,-100
5690,75000000,Fox 2000 Pictures,USA,Mike Mitchell,Animation,133110742,Alvin and the Chipmunks: Chipwrecked,G,2011-12-16 00:00:00,87,4.4,Justin Long,24939,Jonathan Aibel,2011,1,0.7748098933333334,80
5691,2000000,Carver Films,Australia,Justin Kurzel,Biography,8012,The Snowtown Murders,NOT RATED,2011-05-19 00:00:00,119,6.6,Lucas Pittaway,14476,Shaun Grant,2011,0,-0.995994,-100
5695,40000000,Warner Bros.,USA,Jason Winer,Comedy,33035397,Arthur,PG-13,2011-04-08 00:00:00,110,5.7,Russell Brand,47103,Peter Baynham,2011,0,-0.174115075,-20
5696,2000000,TriStar Pictures,USA,Alex Kendrick,Drama,34522221,Courageous,PG-13,2011-09-30 00:00:00,100,7.0,Alex Kendrick,16417,Alex Kendrick,2011,1,16.2611105,1630
5697,41000000,Fox 2000 Pictures,USA,David Frankel,Comedy,7204138,The Big Year,PG,2011-10-14 00:00:00,100,6.2,Owen Wilson,36943,Howard Franklin,2011,0,-0.8242893170731708,-80
5702,8000000,Rickshaw Productions,USA,Joe Nussbaum,Comedy,10130219,Prom,PG,2011-04-29 00:00:00,104,5.4,Aimee Teegarden,13474,Katie Wech,2011,1,0.266277375,30
5705,13000000,GK Films,USA,Angelina Jolie,Drama,303877,In the Land of Blood and Honey,R,2012-02-16 00:00:00,100,4.4,Zana Marjanovic,32055,Angelina Jolie,2011,0,-0.9766248461538461,-100
5706,10000000,Foresight Unlimited,USA,Matthew Chapman,Drama,5176,The Ledge,R,2011-05-26 00:00:00,100,6.6,Charlie Hunnam,16604,Matthew Chapman,2011,0,-0.9994824,-100
5709,10920000,Eros International,India,Imtiaz Ali,Drama,985912,Rockstar,NOT RATED,2011-11-11 00:00:00,159,7.6,Ranbir Kapoor,29940,Imtiaz Ali,2011,0,-0.9097150183150183,-90
5710,20000000,Atlas Productions,USA,Paul Johansson,Drama,4752353,Atlas Shrugged: Part I,PG-13,2011-04-15 00:00:00,97,5.7,Taylor Schilling,11831,Brian Patrick O'Toole,2011,0,-0.76238235,-80
5711,5000000,"Safran Company, The",Germany,Rob Minkoff,Comedy,1098,Flypaper,NOT RATED,2012-05-25 00:00:00,87,6.4,Patrick Dempsey,28775,Jon Lucas,2011,0,-0.9997804,-100
5712,13000000,Antena 3 Films,USA,Juan Carlos Fresnadillo,Fantasy,69136,Intruders,R,2012-04-20 00:00:00,100,5.4,Clive Owen,18528,Nicolás Casariego,2011,0,-0.9946818461538461,-100
5713,6600000,TriStar Pictures,USA,Salim Akil,Comedy,37295394,Jumping the Broom,PG-13,2011-05-06 00:00:00,100,5.7,Paula Patton,8399,Elizabeth Hunter,2011,1,4.650817272727273,470
